permit_id,job_id,bbl,borough,permit_type,permit_status,work_type,filing_date,issuance_date,expiration_date,bldg_type,owner_business_name,owner_business_type,permittee_business_name
1688411,401749756,4006730016,QUEENS,SG,ISSUED,,01/08/2004,01/08/2004,06/30/2004,2,HIGH PERFORMANCE FITNESS CENTER,PARTNERSHIP,PAUL SIGNS INC
1756781,301820661,3026080079,BROOKLYN,EW,ISSUED,MH,09/02/2004,09/10/2004,09/10/2005,2,,2022-05-09 00:00:00,APEX REALTY CO. LLC 7183915300 O
3136,402213289,4095540029,QUEENS,SG,ISSUED,,01/30/2006,04/11/2006,06/30/2006,2,Doral Bank:      7188507290 2022,INDIVIDUAL,WNITECH DESIGN INC DBA SPACESIGN
3244,402213270,4095540029,QUEENS,SG,ISSUED,,01/30/2006,01/30/2006,03/05/2006,2,Doral Bank:      7188507290 2022,INDIVIDUAL,UNITECH DESIGN INC DBA SPACESIGN
3761682,520368263,5029220001,STATEN ISLAND,EW,ISSUED,MH,2020-06-05 ,2020-06-05 ,2021-04-03,2,SR. REAL ESTATE AND CONSTRUCTION,PARTNERSHIP,L.E.C.INC
3761684,220659213,2049730005,BRONX,EW,ISSUED,OT,2020-06-05 ,2020-06-05 ,2021-05-14,2,"THE ZEEZEEZEE GROUP, LLC",PARTNERSHIP,GALAXY GENERAL CONTRACTIN
3761833,240099433,2030810048,BRONX,EW,ISSUED,MH,2020-06-05 ,2020-06-05 ,2021-06-29,2,666 LLC,CORPORATION,C & J CONST AND PAINTING
3761893,440551485,4096810064,QUEENS,EQ,ISSUED,EQ,2020-06-05 ,2020-06-05 ,2021-06-05,2,N/A,INDIVIDUAL,ROCK GROUP NY CORP
3761971,520451261,5007630158,STATEN ISLAND,AL,ISSUED,OT,2020-06-05 ,2020-06-05 ,2021-06-05,1,HOMEOWNER,INDIVIDUAL,HOMEOWNER
3761972,123868886,1000940001,MANHATTAN,EW,ISSUED,OT,2020-06-05 ,2020-06-05 ,2021-03-29,2,NA,INDIVIDUAL,YILIN CONSTRUCTION INC
3762180,220660693,2028780208,BRONX,EW,ISSUED,OT,2020-06-05 ,2020-06-05 ,2020-11-26,2,GINGI REALTY CORP,CORPORATION,RASCO CONTRACTING CORP
3761546,520367077,5005000022,STATEN ISLAND,DM,ISSUED,,2020-06-04 ,2020-06-05 ,2021-01-26,2,HOUSING PRESERVATION & DEVELOPME,NYC AGENCY,"GRANITE ENVIRONMENT, LLC"
3755674,340730178,3018030112,BROOKLYN,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2020-11-08,1,BROOKLYN PACT II HDFC,CORPORATION,CHATEAU GC LLC
3761076,123569432,1014030001,MANHATTAN,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2020-11-01,2,CITY UNIVERSITY OF NEW YORK,OTHER GOV'T AGENCY,VOLMAR CONSTRUCTION INC
3761361,321718655,3077100016,BROOKLYN,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2021-01-10,1,N/A,INDIVIDUAL,CEYLON CONSTRUCTION LLC
3761417,421940207,4048630043,QUEENS,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2021-04-11,1,N/A,INDIVIDUAL,FINE FINISH CONSTRUCTION
3761437,340730203,3018030115,BROOKLYN,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2020-11-08,1,BROOKLYN PACT II HDFC,CORPORATION,CHATEAU GC LLC
3761545,340729206,3017940115,BROOKLYN,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2020-11-08,1,BROOKLYN PACT II HDFC,CORPORATION,CHATEAU GC LLC
3761547,440592976,4073210006,QUEENS,EW,ISSUED,OT,2020-06-04 ,2020-06-04 ,2020-10-21,1,N/A,INDIVIDUAL,KAMTECH RESTORATION CORP
3761565,220666580,2042610015,BRONX,PL,ISSUED,PL,2020-06-04 ,2020-06-04 ,2021-06-04,1,NANETTI AND FORESTER LLC,INDIVIDUAL,HORBRIDGE PLUMBING & HEAT
3761636,421622818,4052480004,QUEENS,FO,ISSUED,,2020-06-04 ,2020-06-04 ,2021-06-11,1,N/A,INDIVIDUAL,ARMANI DESIGN AND DEVELOP
3761028,122810725,1019070025,MANHATTAN,AL,ISSUED,,2020-06-03 ,2020-06-03 ,2020-12-21,1,N/A,INDIVIDUAL,NORANDA SPECIAL PROJECTS
3761032,440363027,4097930079,QUEENS,EW,ISSUED,SD,2020-06-03 ,2020-06-03 ,2021-06-03,2,FIRST JAMAICA COMMUNITY & URBAN,CORPORATION,ARISTA PLBG & HTG CORP
3761230,421798567,4000160008,QUEENS,EW,ISSUED,OT,2020-06-03 ,2020-06-03 ,2021-04-01,2,50-01 2ND STREET ASSOCIATES LLC,CORPORATION,MICHAEL ANTHONY CONTRACTI
3761231,123889845,1016020069,MANHATTAN,EW,ISSUED,OT,2020-06-03 ,2020-06-03 ,2021-04-01,2,1158 5TH AVENUE CORP.,CONDO/CO-OP,URBAN BUILDERS GROUP LTD
3761275,123480214,1009999062,MANHATTAN,EW,ISSUED,OT,2020-06-03 ,2020-06-03 ,2021-06-11,2,"TIMES SQUARE HOTEL ,OWNER LLC",CORPORATION,BREEZE NATIONAL INC
1614185,201045831,2045550026,BRONX,EW,ISSUED,MH,2007-02-13 ,2007-02-13 ,2008-01-01,2,"2955 BOSTON ROAD REALTY, LLC",CORPORATION,"GEM TOOL, INC."
3760794,302573668,3058500030,BROOKLYN,EW,ISSUED,MH,2020-06-02 ,2020-06-02 ,2021-05-01,2,SCHOOL CONSTRUCTION AUTHORITY,OTHER GOV'T AGENCY,ACS SYSTEM ASSOCIATES INC
3760804,123707382,1012627501,MANHATTAN,EW,ISSUED,MH,2020-06-02 ,2020-06-02 ,2021-01-01,2,NW 1180 AOA LLC,CORPORATION,LSL CONSTRUCT SERV INC
3760807,421921843,4010920028,QUEENS,AL,ISSUED,,2020-06-02 ,2020-06-02 ,2020-08-10,1,G&B MECHANICAL CORP.,INDIVIDUAL,ALSS CONSTRUCTION INC
3760902,140891845,1012060001,MANHATTAN,EW,ISSUED,OT,2020-06-02 ,2020-06-02 ,2021-04-01,2,STELLAR MANAGEMENT,PARTNERSHIP,THE HARVEY GROUP LLC
3760943,340727985,3064910011,BROOKLYN,EQ,ISSUED,EQ,2020-06-02 ,2020-06-02 ,2021-06-02,2,SCHIMENTI COSTRUCTION COMPANY,CORPORATION,SCHIMENTI CONSTRUCTION CO
3760969,321527914,3054940111,BROOKLYN,AL,ISSUED,,2020-06-02 ,2020-06-02 ,2021-06-12,1,N/A,INDIVIDUAL,RELIANT BUILDERS CORP
3760973,103649713,1010380014,MANHATTAN,EW,ISSUED,OT,2020-06-02 ,2020-06-02 ,2021-05-31,2,NYC SCA,OTHER GOV'T AGENCY,WDF INC
3760976,302572605,3013670022,BROOKLYN,EW,ISSUED,OT,2020-06-02 ,2020-06-02 ,2021-05-31,2,NYC SCA,OTHER GOV'T AGENCY,WDF INC
3760550,123491961,1015160024,MANHATTAN,EW,ISSUED,OT,2020-06-01 ,2020-06-01 ,2021-01-01,2,WARHOL HOOK AND LADDER 13 LLC,PARTNERSHIP,SMI CONSTRUCTION MANGEMEN
296394,104413207,1006330006,MANHATTAN,EW,ISSUED,OT,2006-04-24 ,2006-04-24 ,2007-01-18,2,Washington W 11 Street Owners Co,CORPORATION,ADBNY LLC
3760253,122136474,1003670001,MANHATTAN,EW,ISSUED,MH,2020-05-29 ,2020-05-29 ,2021-05-31,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA,WDF INC
3760313,140834408,1020610022,MANHATTAN,EW,ISSUED,MH,2020-05-29 ,2020-05-29 ,2020-08-14,1,N/A,INDIVIDUAL,TMG CONSTRUCTION CORP
3760314,122136170,1003620010,MANHATTAN,EW,ISSUED,OT,2020-05-29 ,2020-05-29 ,2021-05-31,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA,WDF INC
3760315,123658611,1020610022,MANHATTAN,AL,ISSUED,,2020-05-29 ,2020-05-29 ,2020-08-14,1,N/A,INDIVIDUAL,TMG CONSTRUCTION CORP
3760358,122901100,1003230001,MANHATTAN,AL,ISSUED,,2020-05-29 ,2020-05-29 ,2021-05-31,2,NYC HOUSING AUTHORITY,NYCHA/HHC,WDF INC
1654511,302263592,3020450055,BROOKLYN,EQ,ISSUED,EQ,2007-05-10 ,2007-05-10 ,2007-12-31,2,Clermont Development LLC,CORPORATION,CONEY ISLAND CONSTRUCTION LLC
3760050,140879397,1011670055,MANHATTAN,EW,ISSUED,OT,2020-05-28 ,2020-05-28 ,2021-02-01,2,"MILBURN HOTEL,LLC",PARTNERSHIP,BUILD UP RESTORATION LLC
3760052,123293596,1011670055,MANHATTAN,EW,ISSUED,OT,2020-05-28 ,2020-05-28 ,2021-02-01,2,"MILBURN HOTEL, LLC",PARTNERSHIP,BUILD UP RESTORATION LLC
3759707,103588565,1001470002,MANHATTAN,AL,ISSUED,,2020-05-27 ,2020-05-27 ,2021-06-01,2,DUANE 131 LLC,CORPORATION,SCIAME CONSTRUCTION LLC
3759054,123809012,1013250017,MANHATTAN,AL,ISSUED,,2020-05-19 ,2020-05-26 ,2020-09-01,2,"231 EAST 51ST STREET, LLC",CORPORATION,CLUNE CONSTRUCTION CO LP
3759234,322060586,3023670038,BROOKLYN,EW,ISSUED,OT,2020-05-21 ,2020-05-21 ,2021-01-05,1,N/A,INDIVIDUAL,MC FLEMING GROUP INC
3759238,140829566,1021370080,MANHATTAN,EW,ISSUED,FS,2020-05-21 ,2020-05-21 ,2021-01-01,2,"GVS PROPERTIES, LLC",CORPORATION,CAM ENERGY HTG AND MECH
3759320,123779599,1008810001,MANHATTAN,EW,ISSUED,SD,2020-05-21 ,2020-05-21 ,2021-05-21,2,"345 PAS OWNER, LLC",CORPORATION,MIDNIGHT EXPRESS MECH CRP
3759321,340687395,3021110015,BROOKLYN,EW,ISSUED,OT,2020-05-21 ,2020-05-21 ,2021-01-01,2,BROOKLYN ACADEMY OF MUSIC,NYC AGENCY,"NICHOLSON & GALLOWAY, INC"
3758862,123788035,1007750064,MANHATTAN,EW,ISSUED,OT,2020-05-18 ,2020-05-21 ,2021-05-21,2,HAG REALTY LLC & PARK MANAGMENT,CORPORATION,AGL CONTRACTING LTD
3752847,421721364,4021790024,QUEENS,AL,ISSUED,,2020-03-27 ,2020-05-20 ,2020-08-09,1,NA,INDIVIDUAL,THOMAS M RANERI
3759179,123214896,1011570001,MANHATTAN,EW,ISSUED,OT,2020-05-20 ,2020-05-20 ,2021-04-09,2,CON EDISON COMPANY OF NEW YORK,CORPORATION,O'LEARY CONSTRUCTION INC
3759027,321554331,3017340070,BROOKLYN,NB,ISSUED,,2020-05-19 ,2020-05-19 ,2020-08-09,2,801 BEDFORD REALTY LLC,CORPORATION,PRESTIGE CONSTRUCTION NY
328264,500787767,5002130036,STATEN ISLAND,AL,ISSUED,,2005-08-11 ,2005-08-11 ,2006-08-11,2,N/A,INDIVIDUAL,STEVEN J. CALVANICO AIA ARCHITEC
3758861,123767085,1012630071,MANHATTAN,PL,ISSUED,PL,2020-05-18 ,2020-05-18 ,2021-05-18,2,48TH AMERICAS LLC,CORPORATION,ARIEL SERVICES INC
3758863,140886325,1021770130,MANHATTAN,EW,ISSUED,OT,2020-05-18 ,2020-05-18 ,2020-09-21,2,815 WEST 180TH GROUP LLC,CORPORATION,DUAL FUEL CORP
3758887,220723457,2053360043,BRONX,EW,ISSUED,OT,2020-05-18 ,2020-05-18 ,2020-10-11,1,N/A,INDIVIDUAL,BD CONSTRUCTION & BUILDER
3757399,321594351,3030500035,BROOKLYN,FO,ISSUED,,2020-05-06 ,2020-05-18 ,2021-05-18,2,61 MONTROSE REALTY LLC,CORPORATION,CHESS BUILDERS LLC
1718083,210016891,2032580128,BRONX,EQ,ISSUED,EQ,2007-10-04 ,2007-10-04 ,2007-12-31,2,INDEPENDENCE CONDOS LLC,PARTNERSHIP,CSC OF NEW YORK
3758628,121663887,1014067503,MANHATTAN,EW,ISSUED,OT,2020-05-15 ,2020-05-15 ,2021-04-01,2,"VITRUVIUS ESTATES, LLC",CORPORATION,FOUNDATIONS INTERIOR DESI
3741373,123817502,1018320025,MANHATTAN,EW,ISSUED,OT,2020-02-19 ,2020-05-14 ,2021-04-01,2,7 WEST 96TH STREET CORP,CORPORATION,KING WORLD ENTERPRISES IN
3758230,322062842,3031630001,BROOKLYN,EW,ISSUED,SP,2020-05-13 ,2020-05-13 ,2021-05-13,2,STORAGE DELUXE,PARTNERSHIP,ABCO PLUMBING HEATING & S
3758277,340274456,3012350071,BROOKLYN,EW,ISSUED,BL,2020-05-13 ,2020-05-13 ,2021-04-01,2,NEIGHBORHOOD RESTORE HDFC,OTHER GOV'T AGENCY,J-J PLUMBING CORP
3758281,322088218,3011180004,BROOKLYN,EQ,ISSUED,EQ,2020-05-13 ,2020-05-13 ,2021-05-13,2,THE BRODSKY ORGANIZATION,CORPORATION,UNIVERSAL BUILDERS SUPPLY
3704383,122215370,1011830053,MANHATTAN,EW,ISSUED,OT,2019-10-25 ,2019-10-25 ,2020-06-07,2,HFZ 344 WEST 72ND STREET OWNER,PARTNERSHIP,NAF CONSTRUCTION MANAGEME
3710102,122136535,1003670001,MANHATTAN,EW,ISSUED,OT,2019-11-08 ,2019-11-18 ,2020-06-07,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA,WDF INC
3644030,320912697,3033310005,BROOKLYN,NB,ISSUED,,2019-06-03 ,2019-06-03 ,2020-06-07,2,GABORONE PROPERTIES CORP,CORPORATION,W.JAKE CONSTRUCTION CORP
3647124,123676469,1007100001,MANHATTAN,PL,ISSUED,PL,2019-06-07 ,2019-06-07 ,2020-06-07,2,WEST 38 RES L.L.C.,PARTNERSHIP,MEDCO PLUMBING INC
3660248,321972834,3009360037,BROOKLYN,EW,ISSUED,OT,2019-07-03 ,2019-07-03 ,2020-06-07,1,"LA VENTA, LLC",PARTNERSHIP,HIICOMPANY CORP
3724962,240236810,2037250001,BRONX,EW,ISSUED,OT,2019-12-26 ,2019-12-26 ,2020-06-07,2,NYC HOUSING AUTHORITY,NYCHA/HHC,WDF INC
3726919,302570527,3056530021,BROOKLYN,EW,ISSUED,OT,2020-01-03 ,2020-01-03 ,2020-06-07,2,NYCSCA,OTHER GOV'T AGENCY,NEHAL CONTRACTING INC
3750730,440589506,4020880001,QUEENS,EW,ISSUED,OT,2020-03-18 ,2020-03-18 ,2020-06-07,2,DII ENTERPRISES LLC,CORPORATION,DOMOVOY LLC
3485819,220546620,2028100017,BRONX,PL,ISSUED,PL,2019-04-08 ,2019-04-08 ,2020-06-07,2,220E178 LLC,PARTNERSHIP,NAF PAK PLBG & HTG CORP
3619199,321771418,3050750029,BROOKLYN,EW,ISSUED,SP,2019-04-12 ,2019-04-12 ,2020-06-07,1,ESP MARLBOROUGH LLP,INDIVIDUAL,MEGA PLBG CORP
3628513,302578716,3018230038,BROOKLYN,PL,ISSUED,PL,2019-05-01 ,2019-05-01 ,2020-06-07,2,NYCSCA,OTHER GOV'T AGENCY,"MAR-SAL PLBG & HTG, INC"
3631284,520300086,5069440134,STATEN ISLAND,NB,ISSUED,,2019-05-07 ,2019-05-07 ,2020-06-07,1,"SLCR ASSOCIATES, LLC",PARTNERSHIP,BEYER CONSTRUCTION CORP
3638455,123805338,1000160140,MANHATTAN,EW,ISSUED,SD,2019-05-21 ,2019-05-21 ,2020-06-07,2,CBRE / GLOBAL WORKPLACE SOLUTION,CORPORATION,RAEL AUTOMATIC SPR.CO INC
3640615,123469086,1001737501,MANHATTAN,EW,ISSUED,OT,2019-05-24 ,2019-05-29 ,2020-06-07,2,THE TEXTILE BUILDING CONDOMINIUM,CORPORATION,ROMO CONSTRUCTION CORP
3643988,421436459,4044370008,QUEENS,EQ,ISSUED,EQ,2019-06-03 ,2019-06-03 ,2020-06-07,1,N/A,INDIVIDUAL,SAFETY PRO CONSTRUCTION
3650650,123520751,1014650001,MANHATTAN,AL,ISSUED,,2019-06-14 ,2019-06-21 ,2020-06-07,2,TRANS WORLD EQUITIES,PARTNERSHIP,TARCON GENERAL CONTRACTIN
3710122,321956601,3006300022,BROOKLYN,DM,ISSUED,,2019-11-08 ,2019-11-08 ,2020-06-07,2,160 17TH STREET LLC,CORPORATION,CELTIC SERVICES NYC INC
3710582,123743100,1003620010,MANHATTAN,EW,ISSUED,OT,2019-11-12 ,2019-11-12 ,2020-06-07,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA/HHC,WDF INC
3711981,121897929,1011830053,MANHATTAN,EW,ISSUED,MH,2019-11-14 ,2019-11-14 ,2020-06-07,2,HFZ 344 WEST 72ND STREET OWNER,PARTNERSHIP,NAF CONSTRUCTION MANAGEME
3713934,123791110,1012180001,MANHATTAN,EW,ISSUED,OT,2019-11-20 ,2019-11-20 ,2020-06-07,2,"UWS VENTURES IV, LLC",INDIVIDUAL,JW DEVELOPMENT HOLDINGS L
3728199,123817502,1018320025,MANHATTAN,EW,ISSUED,OT,2020-01-08 ,2020-01-10 ,2020-06-07,2,7 WEST 96TH STREET CORP,CORPORATION,TOPLINE NYC CONTRACTING
3728913,440570614,4021010024,QUEENS,EW,ISSUED,OT,2020-01-10 ,2020-01-10 ,2020-06-07,2,KUO-CHUNG CHANG,INDIVIDUAL,HAPPY HOUSE CONSTRUCTION
3733725,123085124,1003230001,MANHATTAN,FO,ISSUED,,2020-01-24 ,2020-01-24 ,2020-06-07,2,NYC HOUSING AUTHORITY,NYCHA/HHC,WDF INC
3746343,123251550,1012670028,MANHATTAN,EW,ISSUED,OT,2020-03-04 ,2020-03-04 ,2020-06-07,2,PREF 7 WEST 51 STREET LLC,PARTNERSHIP,JRM CONSTRUCTION MGMT LLC
3752557,500876581,5077600001,STATEN ISLAND,EW,ISSUED,OT,2020-03-26 ,2020-03-26 ,2020-06-07,2,NYC SCA,OTHER GOV'T AGENCY,WDF INC
3753448,321730677,3070640016,BROOKLYN,EW,ISSUED,OT,2020-03-31 ,2020-03-31 ,2020-06-07,2,SHORE TOWER GROUP LLC,CORPORATION,HPD CONSTRUCTION INC
3758040,410081236,4041710039,QUEENS,EW,ISSUED,OT,2020-05-11 ,2020-05-11 ,2021-05-18,1,NONE,INDIVIDUAL,MNR GROUP INC
3758041,421920425,4033410024,QUEENS,EW,ISSUED,OT,2020-05-11 ,2020-05-11 ,2021-05-18,2,ROCKINGHAM TENANTS CORP,CORPORATION,MNR GROUP INC
3758095,123862418,1008610044,MANHATTAN,EW,ISSUED,OT,2020-05-11 ,2020-05-11 ,2020-10-04,2,"PRII SJP 470 PARK AVENUE SOUTH,",CORPORATION,UPGRADE CONTR. CO. INC
3755252,123376523,1004920008,MANHATTAN,AL,ISSUED,,2020-04-15 ,2020-04-15 ,2020-06-07,2,S.W. MANAGEMENT,CORPORATION,HUDSON MERIDIAN CONSTRUCT
3757662,420366320,4051920051,QUEENS,NB,ISSUED,,2020-05-07 ,2020-05-07 ,2020-09-11,2,N/A,PARTNERSHIP,STRUCTURE R US INC
3757563,121193047,1008720078,MANHATTAN,AL,ISSUED,,2020-05-07 ,2020-05-07 ,2021-04-01,2,LIBERTY THEATERS LLC,CORPORATION,CNY CONSTRUCTION LLC
3757607,123792486,1012740011,MANHATTAN,EW,ISSUED,OT,2020-05-07 ,2020-05-07 ,2021-05-01,2,THE WITKOFF GROUP,PARTNERSHIP,PLAZA CONSTRUCTION LLC
3757643,321936312,3001867502,BROOKLYN,EW,ISSUED,OT,2020-05-07 ,2020-05-07 ,2021-03-31,2,522-528 LLC,PARTNERSHIP,"TRITON CONSTRUCTION CO.,"
3757644,123720081,1013790001,MANHATTAN,EQ,ISSUED,EQ,2020-05-07 ,2020-05-07 ,2021-05-07,2,WEST NEW YORK RESTORATION OF CT,CORPORATION,WEST NEW YORK RESTORATION
3757091,321795848,3077960011,BROOKLYN,PL,ISSUED,PL,2020-05-05 ,2020-05-05 ,2021-05-05,1,OWNER,INDIVIDUAL,ALL PRO PLBG & HTG INC
3757249,220465841,2032910004,BRONX,EQ,ISSUED,EQ,2020-05-05 ,2020-05-05 ,2021-05-05,2,URSULINE BEDFORD PARK CONVENT,CORPORATION,"GALAXY G.C. GROUP, LLC"
3757279,421894436,4007160070,QUEENS,AL,ISSUED,,2020-05-05 ,2020-05-05 ,2021-01-03,1,N/A,INDIVIDUAL,ALMONTE HOME IMPROVEMENTS
3756995,140797742,1010390027,MANHATTAN,EW,ISSUED,MH,2020-05-04 ,2020-05-04 ,2021-02-22,2,"BRIGHT MANAGEMENT, INC",CORPORATION,JOY CONSTRUCTION CORP
3757000,123768743,1012727503,MANHATTAN,EQ,ISSUED,EQ,2020-05-04 ,2020-05-04 ,2021-05-04,2,"CROWN 730 INVEST, LLC",CORPORATION,UNIVERSAL BUILDERS SUPPLY
3757067,220603997,2024580013,BRONX,AL,ISSUED,OT,2020-05-04 ,2020-05-04 ,2021-02-22,2,CONCOURSE VILLAGE WEST OWNER LLC,PARTNERSHIP,JOY CONSTRUCTION CORP
3757068,220603988,2024580035,BRONX,AL,ISSUED,OT,2020-05-04 ,2020-05-04 ,2021-02-22,2,CONCOURSE VILLAGE WEST OWNER LLC,PARTNERSHIP,JOY CONSTRUCTION CORP
3756715,122938394,1016730006,MANHATTAN,EW,ISSUED,MH,2020-05-01 ,2020-05-01 ,2021-05-01,2,NEW YORK CITY HOUSING AUTHORITY,NYCHA/HHC,ACS SYSTEM ASSOCIATES INC
3756762,140602881,1012790023,MANHATTAN,EQ,ISSUED,EQ,2020-05-01 ,2020-05-01 ,2021-05-01,2,MTA,NYC AGENCY,PRATT CONSTRUCTION & RES*
1015618,401075091,4026570040,QUEENS,AL,ISSUED,,2000-03-03 ,2000-03-03 ,2001-02-03,2,Dir. of Fa,CORPORATION,"CRISTOM CONSTRUCTION SERVICES,IN"
3756520,123076991,1015630043,MANHATTAN,AL,ISSUED,,2020-04-30 ,2020-04-30 ,2021-03-02,2,EUNATE REAL ESTATE NY LLC,CORPORATION,STRUCTURELINE INC
3756620,123818743,1001270018,MANHATTAN,EW,ISSUED,OT,2020-04-30 ,2020-04-30 ,2021-04-06,2,"RESNICK 255 GREENWICH, LLC",PARTNERSHIP,WEWORK CONSTRUCTION LLC
3756443,220547576,2032090079,BRONX,AL,ISSUED,,2020-04-29 ,2020-04-29 ,2021-05-04,2,BYM HOLDING CORP.,INDIVIDUAL,RASHBI DEVELOPMENT INC
3756454,402413205,4157010110,QUEENS,EQ,ISSUED,EQ,2020-04-29 ,2020-04-29 ,2021-04-29,1,"Impressive Home Sales, Inc.",PARTNERSHIP,RASHBI DEVELOPMENT INC
3756466,321189101,3008860058,BROOKLYN,FO,ISSUED,,2020-04-29 ,2020-04-29 ,2020-06-27,2,353 20TH STREET LLC,CORPORATION,HOME EVOLUTIONS CORP
1389219,200838941,2032730257,BRONX,EW,ISSUED,OT,2004-11-15 ,2004-12-06 ,2005-04-01,2,WAREX TERMINALS CORP.,CORPORATION,"LARRY E TYREE CO., INC."
351652,200930136,2032730257,BRONX,EW,ISSUED,OT,2005-06-03 ,2005-06-03 ,2006-04-01,2,WAREX TERMINALS,CORPORATION,"LARRY E. TYREE CO., INC"
492980,200930190,2032730257,BRONX,SG,ISSUED,,2005-07-01 ,2005-11-15 ,2006-06-30,2,WAREX TERMINALS CORP.,CORPORATION,NATIONAL MAINTENANCE CO
3756323,440278423,4155010002,QUEENS,EW,ISSUED,MH,2020-04-28 ,2020-04-28 ,2021-05-01,2,NYC HOUSING AUTHORITY,NYCHA/HHC,ACS SYSTEM ASSOCIATES INC
3756118,240260114,2054520001,BRONX,EW,ISSUED,FS,2020-04-27 ,2020-04-27 ,2021-04-27,2,SAINT FRANCES DE CHANTAL SCHOOL,CORPORATION,MARLANDE HEATING CORP
3756121,540154704,5019740009,STATEN ISLAND,PL,ISSUED,PL,2020-04-27 ,2020-04-27 ,2021-04-27,1,N/A,INDIVIDUAL,GW MECHANICAL CORP
3756192,123187559,1020800031,MANHATTAN,EQ,ISSUED,EQ,2020-04-27 ,2020-04-27 ,2021-04-27,2,EDGECOMBE PRESERVATION LLC,PARTNERSHIP,L & M BUILDERS GROUP LLC
3756070,421026669,4008120027,QUEENS,EW,ISSUED,BL,2020-04-24 ,2020-04-24 ,2021-04-24,2,MARIC MECHANICAL INC.,CORPORATION,DOUGLAS SIMMONS
3756073,421020111,4008120027,QUEENS,EW,ISSUED,BL,2020-04-24 ,2020-04-24 ,2021-04-24,2,MARIC MECHANICAL INC.,CORPORATION,DOUGLAS SIMMONS
3677714,140802095,1006900029,MANHATTAN,EQ,ISSUED,EQ,2019-08-14 ,2019-08-14 ,2020-08-13,2,"18TH HIGHLINE ASSOCIATES, LLC",CORPORATION,ROCKLEDGE SCAFFOLD CORP
3633995,321194523,3019680049,BROOKLYN,NB,ISSUED,,2019-05-13 ,2019-05-13 ,2020-05-09,2,N/A,INDIVIDUAL,STEEL TONE CONSTRUCTION
3747929,321941654,3008160037,BROOKLYN,EW,ISSUED,OT,2020-03-10 ,2020-03-10 ,2020-05-09,2,SUNSET PARK OWNER I LLC,CORPORATION,FRANKLYLOFTY CONSTRUCTION
3608939,122193223,1001467505,MANHATTAN,AL,ISSUED,,2019-03-26 ,2019-03-26 ,2020-05-09,2,"148 DUANE, LLC",CORPORATION,FALCON PACIFIC CONSTRUCT*
3623659,123475596,1013850037,MANHATTAN,EW,ISSUED,MH,2019-04-22 ,2019-04-22 ,2020-05-09,2,PARK 71ST COPORATION,CONDO/CO-OP,V. DISALVO CONTRACTING CO
3625193,421100089,4034900001,QUEENS,EQ,ISSUED,EQ,2019-04-24 ,2019-04-24 ,2020-05-09,2,NYC SCHOOL CONSTRUCTION AUTHORIT,OTHER GOV'T AGENCY,EVERLAST SCAFFOLDING INC
3626500,123594002,1010710042,MANHATTAN,EW,ISSUED,OT,2019-04-26 ,2019-04-26 ,2020-05-09,2,"520 WEST 43RD STREET REIT, LLC",PARTNERSHIP,SHANNON CONTRACTING LLC
3626574,420999272,4008120031,QUEENS,EW,ISSUED,FS,2019-04-26 ,2019-04-26 ,2020-05-09,2,MARIC MECHANICAL INC.,CORPORATION,DOUGLAS SIMMONS
3727536,322013129,3033860050,BROOKLYN,EW,ISSUED,OT,2020-01-07 ,2020-01-07 ,2020-05-09,1,N/A,INDIVIDUAL,SMVP MGMT INC
3632778,321049815,3012030010,BROOKLYN,NB,ISSUED,,2019-05-09 ,2019-05-09 ,2020-05-09,2,1462 ATLANTIC AVENUE LLC,PARTNERSHIP,TRIBOROUGH CONSTRUCTION S
3632813,340498107,3033690006,BROOKLYN,EQ,ISSUED,EQ,2019-05-09 ,2019-05-09 ,2020-05-09,2,PHOENIX SUTTON STR INC,INDIVIDUAL,PHOENIX SUTTON STR INC
3633067,421700369,4114310015,QUEENS,EW,ISSUED,OT,2019-05-09 ,2019-05-09 ,2020-05-09,2,GREENWOOD ARMS COOPERATIVE CORP,CONDO/CO-OP,DINAM DEVELOPMENT CORP
3648772,121189515,1007940009,MANHATTAN,AL,ISSUED,,2019-06-12 ,2019-06-12 ,2020-05-09,2,157 W18 OWNER LLC,CORPORATION,SHANNON CONTRACTING LLC
3670937,421697792,4085200002,QUEENS,EW,ISSUED,OT,2019-07-30 ,2019-07-30 ,2020-05-09,2,NORTH SHORE LIJ MEDICAL CENTER /,CORPORATION,TALISEN CONSTRUCTION CORP
3671084,123128757,1007870084,MANHATTAN,EW,ISSUED,OT,2019-07-30 ,2019-07-30 ,2020-05-09,2,270 REALTY LLC,PARTNERSHIP,CENTRAL INTERIORS INC
3677240,240260114,2054520001,BRONX,EW,ISSUED,FB,2019-08-13 ,2019-08-13 ,2020-05-09,2,SAINT FRANCES DE CHANTAL SCHOOL,CORPORATION,MARLANDE HEATING CORP
